,lat,lon
72,-8.055585385211737,-34.95424514324925
73,-8.053727574654838,-34.94831762935797
74,-8.050272744899523,-34.948295312478265
75,-8.051740487583665,-34.94884384742539
76,-8.052171029545502,-34.94772328403895
77,-8.048525454809303,-34.95914640465516
78,-8.05256557703692,-34.94840147930885
79,-8.058104183034732,-34.94970673395313
80,-8.052831379255556,-34.95356916800006
81,-8.057658811789043,-34.95040613539923
82,-8.051160523584494,-34.951307409995024
83,-8.051346209840105,-34.949017049235565
84,-8.05570778386189,-34.95514084153989
85,-8.054267460740403,-34.95536666313089
86,-8.05558768846456,-34.95423892037543
87,-8.05144485143125,-34.95821088209534
88,-8.05116658232194,-34.951708853895965
89,-8.05032589708125,-34.948130603291574
90,-8.048864790767732,-34.952557042767296
91,-8.051567863103578,-34.951652392273886
92,-8.051542500569665,-34.94987515075867
93,-8.048798887990392,-34.952832620347586
94,-8.051652695678863,-34.95387232042949
95,-8.050032904195335,-34.94893480161888
96,-8.053244885184277,-34.94863894653947
97,-8.055903439671173,-34.955106934783636
98,-8.047272657378423,-34.95394779767002
99,-8.055584902973154,-34.954250467569025
100,-8.052427468227336,-34.94825443217236
101,-8.055485700674797,-34.953828257494386
102,-8.050211373283854,-34.95621749311888
103,-8.04695490005316,-34.95054573253607
104,-8.05183068496212,-34.947655316119246
105,-8.048250890460459,-34.94870215903999
106,-8.050518231984531,-34.95494082968661
107,-8.048498234459336,-34.947117397232695
108,-8.048574889275933,-34.95160135098244
109,-8.05440372313565,-34.95374650117535
110,-8.055815884357244,-34.958032750364175
111,-8.05824001623235,-34.94730740665659
112,-8.050001748905364,-34.955059529763396
113,-8.051442276207284,-34.950139866478025
114,-8.050411420032693,-34.950417686300455
115,-8.0517466336256,-34.949006640435854
116,-8.055628127316615,-34.94959837208034
117,-8.050264408271184,-34.95902810949624
118,-8.047455614806942,-34.94760967553325
119,-8.05038367193606,-34.95279780579104
120,-8.054681751046287,-34.9593329663074
121,-8.054225512561613,-34.95947131393308
122,-8.055932474046894,-34.955223637871384
123,-8.055362195750707,-34.95374223610231
124,-8.054194702636302,-34.951000000875446
125,-8.046751151287738,-34.95058407954767
126,-8.05007534882919,-34.94965812409046
127,-8.05328509466128,-34.94988153046929
128,-8.047625630499326,-34.94834367422497
129,-8.05466265952946,-34.959325664454376
130,-8.051088231210903,-34.94868933644697
131,-8.04759271727545,-34.950659592193595
132,-8.05526023904154,-34.95374981127269
133,-8.047518943127777,-34.94828063657654
134,-8.057449003234023,-34.947226924854554
135,-8.049272778946339,-34.947521387048475
136,-8.05539094412286,-34.95257419576816
137,-8.052629954979569,-34.95293481948734
138,-8.052521823811967,-34.95363043655161
139,-8.050837939846431,-34.94613909339952
140,-8.053534241386137,-34.94845992776166
141,-8.04849401249261,-34.947118695082075
142,-8.048846827801274,-34.94751855898069
143,-8.0495456042048,-34.956780856872626
144,-8.051904703224633,-34.94760125791427
145,-8.049622366816418,-34.95880569854309
146,-8.055706623155373,-34.955116291415834
147,-8.049740541751657,-34.95233710250597
148,-8.048605931451046,-34.95081256468717
149,-8.05459392442479,-34.95295840127682
