,lat,lon
80,-8.052789701492536,-34.95340748648649
81,-8.058108507462684,-34.950014243243245
82,-8.051212089552237,-34.950647648648655
83,-8.0483723880597,-34.94603283783784
84,-8.055539253731341,-34.95503624324325
85,-8.052744626865671,-34.95544343243244
86,-8.055584328358208,-34.95426710810811
87,-8.049814776119403,-34.9546742972973
88,-8.049499253731343,-34.95327175675676
89,-8.049138656716417,-34.945761378378386
90,-8.04900343283582,-34.95363370270271
91,-8.05076134328358,-34.95051191891892
92,-8.051572686567162,-34.95019521621622
93,-8.048732985074626,-34.95304554054054
94,-8.050535970149253,-34.95426710810811
95,-8.050806417910447,-34.95051191891892
96,-8.052293880597015,-34.948747432432434
97,-8.056575970149252,-34.95508148648649
98,-8.047110298507462,-34.9543575945946
99,-8.05544910447761,-34.95444808108108
100,-8.052248805970148,-34.948430729729736
101,-8.055584328358208,-34.953724189189195
102,-8.050310597014924,-34.95481002702703
103,-8.047290597014925,-34.95060240540541
104,-8.051888208955223,-34.94748062162163
105,-8.047020149253731,-34.94743537837838
106,-8.05067119402985,-34.95499100000001
107,-8.048417462686567,-34.946937702702705
108,-8.048417462686567,-34.95195970270271
109,-8.054277164179103,-34.954312351351355
110,-8.05576462686567,-34.95806754054055
111,-8.059460746268655,-34.9463042972973
112,-8.050175373134328,-34.956167324324326
113,-8.04900343283582,-34.9510095945946
114,-8.05076134328358,-34.950240459459465
115,-8.051617761194029,-34.94951656756757
116,-8.056080149253729,-34.95060240540541
117,-8.051212089552237,-34.95978678378379
118,-8.047245522388058,-34.947344891891895
119,-8.050896567164179,-34.95399564864865
120,-8.054908208955222,-34.959198621621624
121,-8.054051791044774,-34.95924386486487
122,-8.05648582089552,-34.95508148648649
123,-8.055178656716416,-34.95340748648649
124,-8.058604328358207,-34.949426081081086
125,-8.046659552238806,-34.95019521621622
126,-8.04931895522388,-34.95051191891892
127,-8.04796671641791,-34.9506928918919
128,-8.047155373134327,-34.94748062162163
129,-8.054412388059701,-34.9593795945946
130,-8.046434179104477,-34.94530894594595
131,-8.047831492537313,-34.95073813513514
132,-8.055178656716416,-34.95340748648649
133,-8.04787656716418,-34.94761635135136
134,-8.059415671641789,-34.94644002702703
135,-8.04931895522388,-34.94725440540541
136,-8.055178656716416,-34.951823972972974
137,-8.05076134328358,-34.952095432432436
138,-8.052699552238805,-34.953317000000006
139,-8.051843134328356,-34.94544467567568
140,-8.052248805970148,-34.949607054054056
141,-8.048462537313432,-34.946937702702705
142,-8.048642835820894,-34.94707343243244
143,-8.04909358208955,-34.95702694594595
144,-8.051752985074625,-34.946756729729735
145,-8.050130298507462,-34.95956056756757
146,-8.056215373134327,-34.95557916216217
147,-8.049859850746268,-34.95318127027028
148,-8.048327313432836,-34.95078337837838
149,-8.055223731343283,-34.95214067567568
